case_id,interaction_id,interaction_type,representante,int_date
0182,001282,user_contact,,2020-05-24
0183,001283,rep_response,ggutierrez,2020-05-01
0184,001284,rep_case_closed,slopez,2020-08-07
0185,001285,survey_sent,pcruz,2020-04-05
0186,001286,user_recontact,,2020-12-13
0187,001287,rep_derivation,slopez,2020-07-17
0188,001288,user_recontact,,2020-04-17
0189,001289,survey_sent,pcruz,2020-02-13
0190,001290,rep_case_closed,jperez,2020-11-15
0191,001291,user_recontact,,2020-03-21
0192,001292,rep_case_closed,ggutierrez,2020-07-25
0193,001293,rep_derivation,mramirez,2020-08-14
0194,001294,survey_sent,jperez,2020-12-14
0195,001295,survey_sent,pcruz,2020-07-25
0196,001296,rep_response,slopez,2020-11-10
0197,001297,user_recontact,,2020-10-13
0198,001298,survey_sent,mramirez,2020-07-07
0199,001299,rep_case_closed,pcruz,2020-07-11
0200,001300,user_contact,,2020-12-07
0201,001301,survey_sent,dtorres,2020-09-01
0202,001302,rep_response,pcruz,2020-08-24
0203,001303,rep_derivation,jperez,2020-03-26
0204,001304,user_recontact,,2020-01-24
0205,001305,user_recontact,,2020-02-22
0206,001306,user_recontact,,2020-08-09
0207,001307,survey_sent,mramirez,2020-05-11
0208,001308,rep_response,jperez,2020-03-31
0209,001309,user_contact,,2020-01-17
0210,001310,rep_case_closed,dtorres,2020-08-17
0211,001311,survey_sent,ggutierrez,2020-02-01
0212,001312,rep_case_closed,pcruz,2020-03-28
0213,001313,rep_response,slopez,2020-05-25
0214,001314,survey_sent,ggutierrez,2020-05-28
0215,001315,user_recontact,,2020-03-09
0216,001316,rep_case_closed,ggutierrez,2020-09-22
0217,001317,user_contact,,2020-10-28
0218,001318,rep_response,jperez,2020-06-05
0219,001319,rep_case_closed,ggutierrez,2020-06-23
0220,001320,survey_sent,dtorres,2020-09-18
0221,001321,rep_case_closed,ggutierrez,2020-07-08
0222,001322,user_recontact,,2020-07-01
0223,001323,rep_derivation,jperez,2020-01-25
0224,001324,rep_derivation,jperez,2020-11-30
0225,001325,rep_case_closed,jperez,2020-04-15
0226,001326,user_recontact,,2020-01-13
0227,001327,survey_sent,mramirez,2020-07-03
0228,001328,survey_sent,pcruz,2020-08-08
0229,001329,user_recontact,,2020-06-29
0230,001330,user_contact,,2020-06-14
0231,001331,user_recontact,,2020-06-21
0232,001332,user_recontact,,2020-03-24
0233,001333,user_contact,,2020-08-11
0234,001334,user_contact,,2020-05-21
0235,001335,user_recontact,,2020-08-15
0236,001336,user_contact,,2020-02-10
0237,001337,rep_response,jperez,2020-06-25
0238,001338,user_contact,,2020-09-07
0239,001339,user_contact,,2020-12-04
0240,001340,rep_response,pcruz,2020-10-26
0241,001341,rep_case_closed,ggutierrez,2020-09-26
0242,001342,rep_derivation,jperez,2020-04-22
0243,001343,user_recontact,,2020-07-19
0244,001344,user_recontact,,2020-03-05
0245,001345,rep_response,ggutierrez,2020-03-08
0246,001346,rep_case_closed,jperez,2020-09-03
0247,001347,user_contact,,2020-07-24
0248,001348,survey_sent,jperez,2020-12-15
0249,001349,user_contact,,2020-03-21
0250,001350,rep_case_closed,jperez,2020-04-01
0251,001351,user_recontact,,2020-10-22
0252,001352,rep_derivation,slopez,2020-12-19
0253,001353,user_recontact,,2020-02-03
0254,001354,user_recontact,,2020-05-03
0255,001355,rep_derivation,dtorres,2020-02-23
0256,001356,user_contact,,2020-10-02
0257,001357,survey_sent,pcruz,2020-12-23
0258,001358,rep_case_closed,pcruz,2020-07-26
0259,001359,user_recontact,,2020-01-08
0260,001360,user_recontact,,2020-10-27
0261,001361,rep_derivation,dtorres,2020-03-28
0262,001362,rep_response,pcruz,2020-09-29
0263,001363,survey_sent,dtorres,2020-05-03
0264,001364,rep_response,mramirez,2020-12-10
0265,001365,survey_sent,jperez,2020-06-25
0266,001366,rep_derivation,slopez,2020-10-06
0267,001367,rep_case_closed,mramirez,2020-01-28
0268,001368,rep_response,pcruz,2020-12-07
0269,001369,user_recontact,,2020-12-04
0270,001370,user_contact,,2020-09-24
0271,001371,rep_response,mramirez,2020-10-18
0272,001372,survey_sent,jperez,2020-05-03
0273,001373,rep_derivation,dtorres,2020-02-18
0274,001374,rep_response,slopez,2020-07-23
0275,001375,rep_response,slopez,2020-06-19
0276,001376,rep_response,ggutierrez,2020-06-27
0277,001377,survey_sent,jperez,2020-01-03
0278,001378,survey_sent,ggutierrez,2020-05-21
0279,001379,rep_derivation,ggutierrez,2020-11-04
0280,001380,user_contact,,2020-08-07
0281,001381,survey_sent,pcruz,2020-06-24
0282,001382,survey_sent,dtorres,2020-11-01
0283,001383,rep_case_closed,mramirez,2020-04-22
0284,001384,rep_case_closed,ggutierrez,2020-07-03
0285,001385,user_recontact,,2020-11-19
0286,001386,user_recontact,,2020-03-17
0287,001387,rep_derivation,jperez,2020-09-21
0288,001388,survey_sent,slopez,2020-08-18
0289,001389,rep_response,pcruz,2020-07-16
0290,001390,rep_derivation,dtorres,2020-02-09
0291,001391,rep_response,slopez,2020-03-27
0292,001392,user_contact,,2020-09-05
0293,001393,user_recontact,,2020-12-12
0294,001394,rep_case_closed,pcruz,2020-07-08
0295,001395,rep_case_closed,jperez,2020-04-05
0296,001396,survey_sent,jperez,2020-12-09
0297,001397,survey_sent,mramirez,2020-08-17
0298,001398,user_recontact,,2020-04-28
0299,001399,rep_case_closed,pcruz,2020-07-09
0300,001400,user_recontact,,2020-09-15
0301,001401,survey_sent,dtorres,2020-09-29
0302,001402,rep_derivation,pcruz,2020-01-30
0303,001403,rep_derivation,dtorres,2020-01-03
0304,001404,rep_case_closed,pcruz,2020-12-09
0305,001405,rep_derivation,jperez,2020-08-15
0306,001406,rep_case_closed,slopez,2020-02-26
0307,001407,rep_derivation,pcruz,2020-10-12
0308,001408,survey_sent,pcruz,2020-02-09
0309,001409,rep_case_closed,dtorres,2020-04-24
0310,001410,survey_sent,ggutierrez,2020-10-22
0311,001411,rep_derivation,slopez,2020-04-27
0312,001412,rep_response,slopez,2020-10-10
0313,001413,rep_response,dtorres,2020-05-14
0314,001414,survey_sent,jperez,2020-03-26
0315,001415,rep_derivation,dtorres,2020-01-16
0316,001416,rep_response,slopez,2020-08-24
0317,001417,rep_case_closed,pcruz,2020-10-14
0318,001418,user_recontact,,2020-09-11
0319,001419,rep_case_closed,mramirez,2020-07-16
0320,001420,user_contact,,2020-09-23
0321,001421,rep_derivation,pcruz,2020-12-26
0322,001422,rep_case_closed,slopez,2020-03-24
0323,001423,user_recontact,,2020-05-01
0324,001424,user_contact,,2020-03-07
0325,001425,rep_case_closed,jperez,2020-10-08
0326,001426,rep_response,slopez,2020-06-28
0327,001427,user_contact,,2020-08-30
0328,001428,survey_sent,jperez,2020-08-09
0329,001429,survey_sent,pcruz,2020-06-29
0330,001430,rep_response,mramirez,2020-03-24
0331,001431,rep_case_closed,jperez,2020-08-28
0332,001432,rep_case_closed,pcruz,2020-03-09
0333,001433,rep_derivation,jperez,2020-08-22
0334,001434,user_recontact,,2020-03-30
0335,001435,rep_response,pcruz,2020-01-10
0336,001436,rep_case_closed,ggutierrez,2020-03-31
0337,001437,user_recontact,,2020-01-02
0338,001438,survey_sent,dtorres,2020-05-18
0339,001439,rep_derivation,mramirez,2020-05-11
0340,001440,rep_response,pcruz,2020-04-09
0341,001441,user_contact,,2020-11-24
0342,001442,rep_derivation,jperez,2020-03-09
0343,001443,rep_response,pcruz,2020-11-27
0344,001444,rep_response,jperez,2020-12-30
0345,001445,rep_derivation,slopez,2020-11-20
0346,001446,rep_response,ggutierrez,2020-08-30
0347,001447,rep_response,jperez,2020-03-04
0348,001448,rep_response,slopez,2020-05-03
0349,001449,rep_response,ggutierrez,2020-06-29
0350,001450,rep_case_closed,jperez,2020-01-08
0351,001451,user_recontact,,2020-11-05
0352,001452,user_recontact,,2020-04-26
0353,001453,survey_sent,dtorres,2020-05-06
0354,001454,user_recontact,,2020-03-17
0355,001455,rep_case_closed,slopez,2020-07-27
0356,001456,user_contact,,2020-04-02
0357,001457,rep_case_closed,jperez,2020-08-21
0358,001458,survey_sent,jperez,2020-09-14
0359,001459,user_contact,,2020-08-14
0360,001460,rep_case_closed,dtorres,2020-04-22
0361,001461,rep_case_closed,pcruz,2020-06-21
0362,001462,rep_response,ggutierrez,2020-11-29
0363,001463,rep_derivation,jperez,2020-01-03
0364,001464,user_recontact,,2020-01-15
0365,001465,rep_case_closed,jperez,2020-11-04
0366,001466,user_recontact,,2020-11-29
0367,001467,rep_derivation,ggutierrez,2020-07-12
0368,001468,rep_case_closed,mramirez,2020-11-20
0369,001469,survey_sent,slopez,2020-06-05
0370,001470,rep_derivation,jperez,2020-09-25
0371,001471,survey_sent,pcruz,2020-02-12
0372,001472,survey_sent,jperez,2020-08-06
0373,001473,rep_case_closed,mramirez,2020-12-30
0374,001474,rep_derivation,ggutierrez,2020-07-10
0375,001475,rep_derivation,ggutierrez,2020-04-12
0376,001476,rep_derivation,mramirez,2020-02-15
0377,001477,survey_sent,pcruz,2020-08-31
0378,001478,user_contact,,2020-11-18
0379,001479,survey_sent,ggutierrez,2020-02-23
0380,001480,user_contact,,2020-03-28
0381,001481,user_recontact,,2020-04-15
0382,001482,rep_response,jperez,2020-04-11
0383,001483,rep_case_closed,jperez,2020-10-12
0384,001484,survey_sent,jperez,2020-11-08
0385,001485,survey_sent,slopez,2020-02-15
0386,001486,user_recontact,,2020-08-27
0387,001487,user_contact,,2020-03-13
0388,001488,rep_derivation,ggutierrez,2020-08-24
0389,001489,user_contact,,2020-09-19
0390,001490,rep_case_closed,mramirez,2020-08-22
0391,001491,rep_case_closed,ggutierrez,2020-07-23
0392,001492,rep_derivation,slopez,2020-05-13
0393,001493,survey_sent,mramirez,2020-09-07
0394,001494,survey_sent,slopez,2020-03-09
0395,001495,user_recontact,,2020-11-28
0396,001496,rep_response,jperez,2020-09-15
0397,001497,rep_case_closed,mramirez,2020-04-16
0398,001498,user_contact,,2020-04-13
0399,001499,rep_derivation,dtorres,2020-07-25
0400,001500,user_contact,,2020-05-14
0401,001501,survey_sent,dtorres,2020-10-22
0402,001502,rep_response,mramirez,2020-10-29
0403,001503,survey_sent,slopez,2020-09-22
0404,001504,user_contact,,2020-05-28
0405,001505,rep_derivation,slopez,2020-02-23
0406,001506,rep_derivation,pcruz,2020-09-24
0407,001507,rep_derivation,jperez,2020-05-10
0408,001508,survey_sent,slopez,2020-03-16
0409,001509,user_recontact,,2020-09-23
0410,001510,user_recontact,,2020-02-06
0411,001511,rep_response,mramirez,2020-04-01
0412,001512,user_recontact,,2020-12-22
0413,001513,rep_case_closed,ggutierrez,2020-04-20
0414,001514,user_recontact,,2020-07-07
0415,001515,rep_case_closed,slopez,2020-08-11
0416,001516,rep_case_closed,jperez,2020-12-13
0417,001517,rep_case_closed,slopez,2020-03-04
0418,001518,rep_response,slopez,2020-05-10
0419,001519,rep_case_closed,mramirez,2020-04-24
0420,001520,user_recontact,,2020-02-15
0421,001521,survey_sent,dtorres,2020-08-03
0422,001522,rep_response,pcruz,2020-02-26
0423,001523,rep_derivation,jperez,2020-02-19
0424,001524,rep_derivation,dtorres,2020-03-16
0425,001525,rep_derivation,mramirez,2020-02-26
0426,001526,user_recontact,,2020-01-16
0427,001527,rep_derivation,mramirez,2020-01-09
0428,001528,survey_sent,slopez,2020-07-22
0429,001529,rep_response,ggutierrez,2020-05-03
0430,001530,user_contact,,2020-03-19
0431,001531,user_recontact,,2020-02-21
0432,001532,user_contact,,2020-06-10
0433,001533,user_recontact,,2020-06-07
0434,001534,rep_case_closed,dtorres,2020-08-27
0435,001535,rep_response,pcruz,2020-09-24
0436,001536,rep_case_closed,slopez,2020-09-23
0437,001537,rep_derivation,dtorres,2020-03-24
0438,001538,rep_derivation,slopez,2020-10-10
0439,001539,rep_case_closed,jperez,2020-03-31
0440,001540,user_recontact,,2020-05-23
0441,001541,rep_derivation,pcruz,2020-07-20
0442,001542,rep_case_closed,slopez,2020-07-23
0443,001543,survey_sent,pcruz,2020-05-16
0444,001544,rep_response,jperez,2020-08-24
0445,001545,survey_sent,jperez,2020-09-11
0446,001546,rep_response,ggutierrez,2020-10-14
0447,001547,rep_derivation,dtorres,2020-09-11
0448,001548,rep_derivation,mramirez,2020-05-17
0449,001549,rep_derivation,pcruz,2020-12-18
0450,001550,rep_response,pcruz,2020-04-25
0451,001551,rep_derivation,slopez,2020-12-05
0452,001552,user_contact,,2020-09-16
0453,001553,survey_sent,slopez,2020-05-03
0454,001554,rep_case_closed,mramirez,2020-05-31
0455,001555,user_contact,,2020-04-15
0456,001556,survey_sent,dtorres,2020-06-23
0457,001557,rep_case_closed,slopez,2020-04-26
0458,001558,user_recontact,,2020-03-23
0459,001559,user_recontact,,2020-12-18
0460,001560,user_recontact,,2020-09-12
0461,001561,user_contact,,2020-05-15
0462,001562,rep_case_closed,jperez,2020-02-14
0463,001563,rep_response,jperez,2020-10-20
0464,001564,survey_sent,ggutierrez,2020-11-20
0465,001565,user_contact,,2020-07-23
0466,001566,user_recontact,,2020-04-05
0467,001567,user_contact,,2020-06-02
0468,001568,rep_case_closed,jperez,2020-04-06
0469,001569,rep_response,ggutierrez,2020-10-13
0470,001570,rep_derivation,jperez,2020-08-04
0471,001571,rep_derivation,pcruz,2020-09-14
0472,001572,user_contact,,2020-02-16
0473,001573,rep_derivation,jperez,2020-09-15
0474,001574,survey_sent,ggutierrez,2020-12-31
0475,001575,rep_derivation,slopez,2020-01-15
0476,001576,rep_response,mramirez,2020-08-19
0477,001577,survey_sent,pcruz,2020-11-28
0478,001578,rep_derivation,jperez,2020-11-08
0479,001579,survey_sent,ggutierrez,2020-09-16
0480,001580,user_contact,,2020-08-15
0481,001581,user_contact,,2020-01-19
0482,001582,rep_derivation,ggutierrez,2020-01-23
0483,001583,user_contact,,2020-04-16
0484,001584,user_contact,,2020-01-11
0485,001585,survey_sent,jperez,2020-11-18
0486,001586,rep_response,slopez,2020-07-13
0487,001587,rep_case_closed,ggutierrez,2020-02-03
0488,001588,rep_case_closed,pcruz,2020-05-09
0489,001589,user_recontact,,2020-08-28
0490,001590,user_contact,,2020-03-28
0491,001591,rep_derivation,pcruz,2020-05-17
0492,001592,survey_sent,ggutierrez,2020-09-21
0493,001593,survey_sent,slopez,2020-11-24
0494,001594,rep_case_closed,mramirez,2020-06-23
0495,001595,user_recontact,,2020-12-23
0496,001596,rep_derivation,jperez,2020-10-14
0497,001597,rep_response,jperez,2020-06-21
0498,001598,survey_sent,jperez,2020-10-17
0499,001599,survey_sent,mramirez,2020-08-01
0500,001600,user_contact,,2020-10-08
0501,001601,user_recontact,,2020-06-11
0502,001602,survey_sent,mramirez,2020-04-24
0503,001603,rep_response,slopez,2020-06-24
0504,001604,rep_case_closed,ggutierrez,2020-05-09
0505,001605,user_recontact,,2020-05-21
0506,001606,user_contact,,2020-06-20
0507,001607,user_recontact,,2020-05-09
0508,001608,user_recontact,,2020-01-28
0509,001609,survey_sent,ggutierrez,2020-07-19
0510,001610,rep_derivation,dtorres,2020-10-12
0511,001611,rep_case_closed,ggutierrez,2020-06-13
0512,001612,survey_sent,mramirez,2020-03-27
0513,001613,user_recontact,,2020-04-13
0514,001614,user_recontact,,2020-12-20
0515,001615,rep_case_closed,pcruz,2020-01-12
0516,001616,rep_response,mramirez,2020-05-19
0517,001617,rep_derivation,slopez,2020-09-11
0518,001618,rep_response,slopez,2020-05-19
0519,001619,rep_response,jperez,2020-05-27
0520,001620,rep_response,slopez,2020-02-29
0521,001621,user_contact,,2020-09-06
0522,001622,user_recontact,,2020-11-16
0523,001623,rep_response,ggutierrez,2020-09-27
0524,001624,rep_derivation,pcruz,2020-07-27
0525,001625,user_contact,,2020-10-29
0526,001626,rep_case_closed,jperez,2020-10-25
0527,001627,rep_case_closed,mramirez,2020-01-18
0528,001628,survey_sent,jperez,2020-10-07
0529,001629,rep_derivation,mramirez,2020-02-17
0530,001630,rep_derivation,ggutierrez,2020-10-16
0531,001631,survey_sent,mramirez,2020-09-13
0532,001632,user_recontact,,2020-06-22
0533,001633,user_recontact,,2020-03-28
0534,001634,user_recontact,,2020-02-22
0535,001635,rep_response,dtorres,2020-07-14
0536,001636,rep_response,dtorres,2020-06-22
0537,001637,survey_sent,slopez,2020-07-31
0538,001638,rep_response,ggutierrez,2020-09-24
0539,001639,user_recontact,,2020-03-10
0540,001640,user_recontact,,2020-08-16
0541,001641,survey_sent,dtorres,2020-11-01
0542,001642,user_contact,,2020-01-15
0543,001643,user_contact,,2020-10-09
0544,001644,rep_case_closed,slopez,2020-12-25
0545,001645,rep_response,pcruz,2020-04-30
0546,001646,rep_case_closed,ggutierrez,2020-04-19
0547,001647,rep_case_closed,slopez,2020-04-09
0548,001648,rep_case_closed,dtorres,2020-10-08
0549,001649,user_contact,,2020-03-22
0550,001650,user_recontact,,2020-12-13
0551,001651,rep_case_closed,pcruz,2020-10-25
0552,001652,user_contact,,2020-04-25
0553,001653,rep_response,dtorres,2020-06-17
0554,001654,rep_response,jperez,2020-02-10
0555,001655,rep_response,ggutierrez,2020-02-15
0556,001656,user_recontact,,2020-12-20
0557,001657,user_contact,,2020-08-18
0558,001658,survey_sent,jperez,2020-03-19
0559,001659,rep_derivation,mramirez,2020-11-15
0560,001660,user_recontact,,2020-05-04
0561,001661,rep_response,jperez,2020-11-11
0562,001662,user_contact,,2020-01-17
0563,001663,user_recontact,,2020-01-20
0564,001664,rep_case_closed,slopez,2020-03-25
0565,001665,user_recontact,,2020-04-28
0566,001666,rep_derivation,dtorres,2020-02-26
0567,001667,rep_response,pcruz,2020-06-02
0568,001668,survey_sent,slopez,2020-08-16
0569,001669,rep_response,slopez,2020-04-29
0570,001670,user_contact,,2020-03-15
0571,001671,rep_case_closed,pcruz,2020-05-13
0572,001672,rep_case_closed,ggutierrez,2020-01-09
0573,001673,user_contact,,2020-04-13
0574,001674,survey_sent,pcruz,2020-10-30
0575,001675,user_recontact,,2020-07-20
0576,001676,rep_case_closed,mramirez,2020-12-01
0577,001677,survey_sent,mramirez,2020-03-01
0578,001678,rep_case_closed,jperez,2020-10-31
0579,001679,user_recontact,,2020-03-13
0580,001680,user_recontact,,2020-06-25
0581,001681,survey_sent,mramirez,2020-11-06
0582,001682,rep_case_closed,dtorres,2020-04-18
0583,001683,user_recontact,,2020-10-11
0584,001684,rep_case_closed,dtorres,2020-11-10
0585,001685,rep_response,ggutierrez,2020-01-12
0586,001686,rep_derivation,mramirez,2020-12-17
0587,001687,user_contact,,2020-09-15
0588,001688,rep_case_closed,jperez,2020-04-07
0589,001689,rep_derivation,mramirez,2020-02-12
0590,001690,rep_response,mramirez,2020-08-24
0591,001691,user_contact,,2020-09-25
0592,001692,rep_case_closed,jperez,2020-02-06
0593,001693,rep_derivation,pcruz,2020-01-11
0594,001694,rep_case_closed,dtorres,2020-11-04
0595,001695,user_recontact,,2020-04-22
0596,001696,rep_derivation,mramirez,2020-02-16
0597,001697,survey_sent,pcruz,2020-04-09
0598,001698,rep_case_closed,dtorres,2020-09-11
0599,001699,survey_sent,jperez,2020-01-07
0600,001700,user_recontact,,2020-07-10
0601,001701,survey_sent,pcruz,2020-01-29
0602,001702,survey_sent,mramirez,2020-05-14
0603,001703,rep_derivation,pcruz,2020-02-11
0604,001704,rep_response,ggutierrez,2020-09-22
0605,001705,user_recontact,,2020-03-31
0606,001706,rep_response,dtorres,2020-06-11
0607,001707,survey_sent,slopez,2020-03-26
0608,001708,rep_response,slopez,2020-06-28
0609,001709,survey_sent,slopez,2020-09-19
0610,001710,user_recontact,,2020-11-25
0611,001711,rep_response,jperez,2020-09-10
0612,001712,rep_derivation,mramirez,2020-04-19
0613,001713,rep_response,slopez,2020-02-08
0614,001714,rep_case_closed,slopez,2020-02-22
0615,001715,rep_response,mramirez,2020-09-02
0616,001716,survey_sent,jperez,2020-02-20
0617,001717,user_recontact,,2020-10-23
0618,001718,rep_derivation,slopez,2020-07-17
0619,001719,user_recontact,,2020-08-31
0620,001720,rep_response,pcruz,2020-03-03
0621,001721,survey_sent,jperez,2020-10-28
0622,001722,rep_response,ggutierrez,2020-09-11
0623,001723,rep_derivation,dtorres,2020-08-11
0624,001724,user_recontact,,2020-08-19
0625,001725,rep_derivation,slopez,2020-07-21
0626,001726,user_recontact,,2020-07-19
0627,001727,rep_response,dtorres,2020-04-19
0628,001728,user_contact,,2020-12-08
0629,001729,survey_sent,dtorres,2020-03-10
0630,001730,rep_derivation,slopez,2020-03-13
0631,001731,survey_sent,jperez,2020-01-25
0632,001732,rep_derivation,dtorres,2020-05-02
0633,001733,rep_response,mramirez,2020-04-06
0634,001734,user_recontact,,2020-07-15
0635,001735,user_contact,,2020-09-16
0636,001736,rep_response,slopez,2020-10-17
0637,001737,rep_response,mramirez,2020-07-28
0638,001738,user_contact,,2020-02-23
0639,001739,rep_response,slopez,2020-06-14
0640,001740,user_contact,,2020-07-26
0641,001741,rep_derivation,dtorres,2020-11-02
0642,001742,rep_response,slopez,2020-11-22
0643,001743,user_recontact,,2020-04-18
